"date","open","high","low","close","volume","exchange","M20","M5"
2021-09-15,0.240661,0.2482865,0.238978,0.247771,20050422.565617,"DOGE/USD",8.0665788,0.2431198
2021-09-16,0.247771,0.2479625,0.2327275,0.2419885,24765807.978867,"DOGE/USD",6.503053225,0.2433185
2021-09-17,0.2419885,0.2599805,0.237476,0.240013,48738108.9954945,"DOGE/USD",4.994553875,0.2412621
2021-09-18,0.240026,0.2474345,0.2380335,0.241408,20889483.6693925,"DOGE/USD",3.385624275,0.2423683
2021-09-19,0.241408,0.241485,0.2307845,0.2329605,20459066.5235635,"DOGE/USD",1.8233973,0.2408282
2021-09-20,0.2329605,0.2334445,0.1990095,0.2087355,79225292.7479275,"DOGE/USD",0.259709075,0.2330211
2021-09-21,0.208611,0.2185135,0.1975605,0.200869,46652689.129543,"DOGE/USD",0.2550175,0.2247972
2021-09-22,0.200869,0.2305635,0.1998915,0.224588,41653502.25062,"DOGE/USD",0.2515099,0.2217122
2021-09-23,0.224588,0.22742,0.2177,0.2246065,31960485.0380545,"DOGE/USD",0.2479252,0.2183519
2021-09-24,0.2246065,0.2290615,0.1967705,0.209322,70763136.892248,"DOGE/USD",0.243419975,0.2136242
2021-09-25,0.209322,0.212722,0.2044915,0.208474,30114243.27503,"DOGE/USD",0.23810715,0.2135719
2021-09-26,0.208474,0.209,0.1942025,0.205058,28714264.5132665,"DOGE/USD",0.232896375,0.2144097
2021-09-27,0.205058,0.2094885,0.199616,0.19972,16669842.1489325,"DOGE/USD",0.230113875,0.2094361
2021-09-28,0.19972,0.2026485,0.196095,0.1965505,25508507.1250235,"DOGE/USD",0.227108775,0.2038249
2021-09-29,0.1965505,0.2042115,0.1946035,0.1985945,20571227.895239,"DOGE/USD",0.224410675,0.2016794
2021-09-30,0.1985945,0.20586,0.197571,0.2042515,24654871.602165,"DOGE/USD",0.222636925,0.2008349
2021-10-01,0.2042515,0.225406,0.2018265,0.222953,36981632.6341975,"DOGE/USD",0.221734825,0.2044139
2021-10-02,0.222953,0.2250535,0.215196,0.2186185,28768218.1954595,"DOGE/USD",0.220151,0.2081936
2021-10-03,0.2186185,0.226752,0.215619,0.221853,27123431.0656535,"DOGE/USD",0.2194498,0.2132541
2021-10-04,0.221853,0.2489,0.2121425,0.241558,81706636.873597,"DOGE/USD",0.21949465,0.2218468
2021-10-05,0.241558,0.268165,0.2326975,0.2518295,101853839.536503,"DOGE/USD",0.219697575,0.2313624
2021-10-06,0.2518295,0.2718365,0.24,0.2543095,157534302.900795,"DOGE/USD",0.220313625,0.2376337
2021-10-07,0.2543095,0.25695,0.2353085,0.242871,112698549.15806,"DOGE/USD",0.220456525,0.2424842
2021-10-08,0.242871,0.255,0.241506,0.244122,40118544.652797,"DOGE/USD",0.220592225,0.246938
2021-10-09,0.244122,0.2525955,0.2405425,0.246707,27831225.5795205,"DOGE/USD",0.22127955,0.2479678
2021-10-10,0.246707,0.248651,0.224371,0.22881,27732970.346599,"DOGE/USD",0.222283275,0.2433639
2021-10-11,0.22881,0.2394495,0.224786,0.231185,28494879.2565945,"DOGE/USD",0.223799075,0.238739
2021-10-12,0.231185,0.2317185,0.215695,0.226058,36728623.2524065,"DOGE/USD",0.223872575,0.2353764
2021-10-13,0.226058,0.2341345,0.2206475,0.2325925,27488774.9469415,"DOGE/USD",0.224271875,0.2330705
2021-10-14,0.2325925,0.2402255,0.2311315,0.232689,20895686.35616,"DOGE/USD",0.225440225,0.2302669
2021-10-15,0.232689,0.243419,0.2240095,0.234086,36270393.9307235,"DOGE/USD",0.226720825,0.2313221
2021-10-16,0.234086,0.245527,0.233814,0.23736,25288363.284039,"DOGE/USD",0.228335925,0.2325571
2021-10-17,0.2373505,0.242084,0.225017,0.237746,24024097.8259985,"DOGE/USD",0.230237225,0.2348947
2021-10-18,0.237727,0.272573,0.237,0.247346,87351170.6733215,"DOGE/USD",0.232777,0.2378454
2021-10-19,0.247346,0.254945,0.2400175,0.245446,38678213.299365,"DOGE/USD",0.235119575,0.2403968
2021-10-20,0.245446,0.2618375,0.242042,0.2546495,33125317.3943905,"DOGE/USD",0.237639475,0.2445095
2021-10-21,0.2546495,0.258335,0.205378,0.2423775,46821498.5111805,"DOGE/USD",0.2386107,0.245513
2021-10-22,0.2423775,0.252824,0.235011,0.244433,35989271.922997,"DOGE/USD",0.239901425,0.2468504
2021-10-23,0.244433,0.253942,0.2406245,0.2511285,26047215.4926685,"DOGE/USD",0.2413652,0.2476069
2021-10-24,0.2511285,0.283015,0.2457885,0.275704,73433223.034703,"DOGE/USD",0.2430725,0.2536585
2021-10-25,0.275704,0.280372,0.2581365,0.264926,60857305.944313,"DOGE/USD",0.243727325,0.2557138
2021-10-26,0.264926,0.2742365,0.2519775,0.2557055,58141287.1407415,"DOGE/USD",0.243797125,0.2583794
2021-10-27,0.2557055,0.26357,0.2180595,0.2377,122430640.952035,"DOGE/USD",0.243538575,0.2570328
2021-10-28,0.2377,0.348585,0.2323785,0.299813,378778607.804715,"DOGE/USD",0.246323125,0.2667697
2021-10-29,0.299813,0.3073305,0.275568,0.2881065,123301232.012668,"DOGE/USD",0.2483931,0.2692502
2021-10-30,0.288197,0.2948365,0.258,0.2689615,80275252.5725115,"DOGE/USD",0.250400675,0.2700573
2021-10-31,0.2689615,0.2850535,0.2521675,0.280181,72940695.5043025,"DOGE/USD",0.252850475,0.2749524
2021-11-01,0.280181,0.2879255,0.26362,0.271607,54585802.5382185,"DOGE/USD",0.255127925,0.2817338
2021-11-02,0.271607,0.2812625,0.266643,0.274348,49353358.4388605,"DOGE/USD",0.2572157,0.2766408
2021-11-03,0.274444,0.2776915,0.2626935,0.2689215,44402746.9749165,"DOGE/USD",0.259027325,0.2728038
2021-11-04,0.2689215,0.271009,0.254139,0.263113,41599527.554167,"DOGE/USD",0.260478675,0.2716341
2021-11-05,0.263113,0.271068,0.2567135,0.261104,48897004.0881395,"DOGE/USD",0.261665875,0.2678187
2021-11-06,0.261104,0.2676015,0.249181,0.2619995,33606075.9021195,"DOGE/USD",0.26287855,0.2658972
2021-11-07,0.2619995,0.2700995,0.258646,0.266728,33797826.784553,"DOGE/USD",0.26384765,0.2643732
2021-11-08,0.266728,0.297253,0.2647,0.282018,85915035.714117,"DOGE/USD",0.26567625,0.2669925
2021-11-09,0.282032,0.290908,0.2601775,0.273679,54161196.43604,"DOGE/USD",0.266627725,0.2691057
2021-11-10,0.273679,0.277299,0.2368115,0.25561,81589534.530043,"DOGE/USD",0.26728935,0.2680069
2021-11-11,0.255503,0.271474,0.2532275,0.260617,44408665.6957935,"DOGE/USD",0.26809855,0.2677304
2021-11-12,0.260617,0.2687675,0.2486915,0.259548,45882990.9572515,"DOGE/USD",0.268519525,0.2662944
2021-11-13,0.259548,0.2623675,0.254385,0.261293,24047109.0863705,"DOGE/USD",0.267798975,0.2621494
2021-11-14,0.261293,0.2720375,0.2598105,0.2629295,38688147.529446,"DOGE/USD",0.26769915,0.2599995
2021-11-15,0.2629295,0.265371,0.2550785,0.256843,35496261.0457055,"DOGE/USD",0.267756025,0.2602461
2021-11-16,0.256843,0.256942,0.223125,0.2369455,116649646.213779,"DOGE/USD",0.2677183,0.2555118
2021-11-17,0.2369455,0.241494,0.229839,0.237804,134946352.267666,"DOGE/USD",0.26461785,0.251163
2021-11-18,0.237804,0.241688,0.2152755,0.2216155,131860288.619947,"DOGE/USD",0.2612933,0.2432275
2021-11-19,0.2216155,0.237333,0.2162965,0.2332585,71184654.6158105,"DOGE/USD",0.25950815,0.2372933
2021-11-20,0.2332585,0.2360525,0.2254,0.2333495,49133452.950917,"DOGE/USD",0.257166575,0.2325946
2021-11-21,0.2333495,0.2337735,0.225559,0.225885,45666204.324717,"DOGE/USD",0.254880475,0.2303825
2021-11-22,0.225885,0.2276795,0.2167375,0.21979,43520913.5952465,"DOGE/USD",0.252152575,0.2267797
2021-11-23,0.21979,0.2371755,0.2136085,0.227122,69032692.935762,"DOGE/USD",0.2500626,0.227881
2021-11-24,0.227122,0.230871,0.211,0.217363,86368075.493523,"DOGE/USD",0.2477751,0.2247019
2021-11-25,0.217363,0.229667,0.214299,0.221585,55729086.3098075,"DOGE/USD",0.24579915,0.222349
2021-11-26,0.221585,0.222341,0.1885825,0.2023085,172269142.258027,"DOGE/USD",0.2428146,0.2176337
2021-11-27,0.2023085,0.2095755,0.201205,0.205195,42822059.6031985,"DOGE/USD",0.23973795,0.2147147
2021-11-28,0.205195,0.207899,0.191505,0.2077775,48428915.7031195,"DOGE/USD",0.236025925,0.2108458
2021-11-29,0.2077775,0.225339,0.202875,0.2151695,68884239.4520615,"DOGE/USD",0.23310045,0.2104071
2021-11-30,0.2151695,0.227712,0.21286,0.21497,65570342.837112,"DOGE/USD",0.23106845,0.2090841
2021-12-01,0.21497,0.2190145,0.2059335,0.2093815,39463683.0814185,"DOGE/USD",0.228506675,0.2104987
2021-12-02,0.2093815,0.22331,0.201321,0.2096615,48444327.467341,"DOGE/USD",0.22601235,0.211392
2021-12-03,0.2096615,0.212309,0.19,0.200005,33934725.289788,"DOGE/USD",0.22294795,0.2098375
2021-12-04,0.200005,0.200534,0.1242655,0.179031,139980093.836577,"DOGE/USD",0.218753025,0.2026098
2021-12-05,0.179031,0.1815545,0.162222,0.171764,36732632.0979745,"DOGE/USD",0.214499075,0.1939686
2021-12-06,0.171764,0.180998,0.159201,0.1782045,51597663.814494,"DOGE/USD",0.211562025,0.1877332
2021-12-07,0.1782045,0.1847845,0.174916,0.176594,46271363.17766,"DOGE/USD",0.208501525,0.1811197
2021-12-08,0.176594,0.182289,0.1720665,0.179433,23492139.153832,"DOGE/USD",0.2063924,0.1770053
2021-12-09,0.179433,0.1832,0.168715,0.1692145,21397482.388163,"DOGE/USD",0.2031902,0.175042
2021-12-10,0.1692145,0.1747935,0.1635005,0.1641715,17524105.410097,"DOGE/USD",0.1997313,0.1735235
2021-12-11,0.1641715,0.1701275,0.1612875,0.1688775,14277413.8182345,"DOGE/USD",0.196880925,0.1716581
2021-12-12,0.1688775,0.1739215,0.165714,0.1697545,13814933.1581835,"DOGE/USD",0.19437915,0.1702902
2021-12-13,0.1697545,0.1704455,0.1515,0.157373,26463767.640333,"DOGE/USD",0.1908917,0.1658782
2021-12-14,0.157373,0.2202645,0.1549115,0.190981,148317347.375553,"DOGE/USD",0.1895726,0.1702315
2021-12-15,0.190981,0.1912775,0.1703585,0.181087,54281942.000073,"DOGE/USD",0.1875477,0.1736146
2021-12-16,0.181087,0.185408,0.172321,0.17315,31869514.6228905,"DOGE/USD",0.186089775,0.1744691
2021-12-17,0.173128,0.176614,0.161472,0.1685335,29407383.5786535,"DOGE/USD",0.1842567,0.1742249
2021-12-18,0.1685335,0.1761455,0.165987,0.172389,17579632.3204405,"DOGE/USD",0.182487275,0.1772281
2021-12-19,0.172389,0.174791,0.1690865,0.1694825,12981038.1799665,"DOGE/USD",0.180202925,0.1729284
2021-12-20,0.169482,0.170816,0.1611725,0.167203,25355602.6416965,"DOGE/USD",0.177814575,0.1701516
2021-12-21,0.167203,0.172482,0.165778,0.170927,15525104.441134,"DOGE/USD",0.17589185,0.169707
2021-12-22,0.170927,0.180071,0.169827,0.1730715,25240434.6225285,"DOGE/USD",0.17406235,0.1706146
2021-12-23,0.1730715,0.185175,0.171271,0.185175,27741749.8797255,"DOGE/USD",0.17332085,0.1731718
2021-12-24,0.185175,0.1956005,0.179211,0.1864165,39899692.63206,"DOGE/USD",0.173690125,0.1765586
2021-12-25,0.1864165,0.196698,0.1849245,0.190975,24289548.891431,"DOGE/USD",0.174650675,0.181313
2021-12-26,0.190975,0.192625,0.185142,0.1898855,17541660.765732,"DOGE/USD",0.175234725,0.1851047
2021-12-27,0.1898855,0.192972,0.1865245,0.1880545,19386030.9567035,"DOGE/USD",0.17580775,0.1881013
2021-12-28,0.1880545,0.1880545,0.171868,0.1738435,19086367.444599,"DOGE/USD",0.175528275,0.185835
2021-12-29,0.1738435,0.1773595,0.165663,0.167885,44640894.8232915,"DOGE/USD",0.1754618,0.1821287
2021-12-30,0.167885,0.175745,0.165006,0.171061,13236771.768413,"DOGE/USD",0.175806275,0.1781459
2021-12-31,0.171061,0.1758295,0.166121,0.17022,20243027.822751,"DOGE/USD",0.1758734,0.1742128
2022-01-01,0.17022,0.1737605,0.1696255,0.1732105,10888258.463335,"DOGE/USD",0.1760462,0.171244
2022-01-02,0.1732105,0.1763725,0.1706,0.174434,9895517.6502265,"DOGE/USD",0.17689925,0.1713621
2022-01-03,0.174434,0.1744705,0.167425,0.17027,14175127.9200065,"DOGE/USD",0.1758637,0.1718391
2022-01-04,0.17027,0.1726545,0.1665785,0.168392,12008047.7741735,"DOGE/USD",0.17522895,0.1713053
2022-01-05,0.168392,0.170953,0.147354,0.1589445,27711803.2858495,"DOGE/USD",0.174518675,0.1690502
2022-01-06,0.1589445,0.1620915,0.1537815,0.15987,25885612.910271,"DOGE/USD",0.1740855,0.1663821
2022-01-07,0.15987,0.160246,0.1490845,0.155118,24988107.8021475,"DOGE/USD",0.17322195,0.1625189
2022-01-08,0.155118,0.1578775,0.145215,0.1509385,19671323.6834955,"DOGE/USD",0.17229475,0.1586526
2022-01-09,0.1509385,0.153839,0.148571,0.150481,13517297.5100335,"DOGE/USD",0.17145865,0.1550704
2022-01-10,0.150481,0.1521755,0.136896,0.143059,21390054.002082,"DOGE/USD",0.17006525,0.1518933
2022-01-11,0.143059,0.1670255,0.141747,0.1538505,41951844.4173995,"DOGE/USD",0.1691042,0.1506894
2022-01-12,0.1538505,0.1637275,0.15128,0.162928,24260364.16281,"DOGE/USD",0.16799185,0.1522514
2022-01-13,0.162928,0.1773715,0.1613685,0.171758,48785281.496796,"DOGE/USD",0.167258925,0.1564153
2022-01-14,0.171758,0.2163255,0.1704635,0.1832465,100292475.645098,"DOGE/USD",0.1668725,0.1629684
2022-01-15,0.183246,0.194893,0.181716,0.1846395,37029838.2548825,"DOGE/USD",0.1666102,0.1712845
2022-01-16,0.1846395,0.184761,0.17348,0.176686,22264429.2136265,"DOGE/USD",0.166041775,0.1758516
2022-01-17,0.176686,0.1784325,0.16564,0.1709335,24886554.85161,"DOGE/USD",0.165896275,0.1774527
2022-01-18,0.1709335,0.1744865,0.16171,0.165114,23171049.784471,"DOGE/USD",0.165757725,0.1761239
2022-01-19,0.165106,0.1696155,0.1590905,0.1616155,21989538.446878,"DOGE/USD",0.16528545,0.1717977
2022-01-20,0.1616155,0.169377,0.153744,0.1553165,18812580.8930265,"DOGE/USD",0.164540275,0.1659331
2022-01-21,0.1553165,0.157568,0.139775,0.141935,30566910.911342,"DOGE/USD",0.1629765,0.1589829
2022-01-22,0.141935,0.145261,0.120134,0.133238,49389805.1336745,"DOGE/USD",0.1609167,0.1514438
2022-01-23,0.133238,0.1447025,0.132047,0.141866,22815147.382247,"DOGE/USD",0.1594965,0.1467942
2022-01-24,0.141866,0.141892,0.1256775,0.137318,26069549.2763325,"DOGE/USD",0.1579428,0.1419347
2022-01-25,0.137318,0.150928,0.1324785,0.142802,30282143.99364,"DOGE/USD",0.157135675,0.1394318
2022-01-26,0.142802,0.153469,0.141,0.1431345,22831367.84342,"DOGE/USD",0.1562989,0.1396717
2022-01-27,0.1431345,0.146042,0.136139,0.141556,9447864.6420225,"DOGE/USD",0.1556208,0.1413353
2022-01-28,0.141556,0.1426615,0.137857,0.1415335,6670200.9774105,"DOGE/USD",0.15515055,0.1412688
2022-01-29,0.1415335,0.144262,0.1403165,0.142945,6606497.111369,"DOGE/USD",0.15477375,0.1423942
2022-01-30,0.142945,0.143754,0.138129,0.139235,8379114.582281,"DOGE/USD",0.15458255,0.1416808
2022-01-31,0.139235,0.1425395,0.136373,0.141602,8475934.3688155,"DOGE/USD",0.153970125,0.1413743
2022-02-01,0.141602,0.1444205,0.140864,0.142384,9461272.321997,"DOGE/USD",0.152942925,0.1415399
2022-02-02,0.142384,0.146759,0.1356495,0.1370485,8953886.1819275,"DOGE/USD",0.15120745,0.1406429
2022-02-03,0.1370485,0.138873,0.1346455,0.137962,7620980.9366785,"DOGE/USD",0.148943225,0.1396463
2022-02-04,0.137962,0.1482735,0.1370395,0.1479825,14816823.601781,"DOGE/USD",0.147110375,0.1413958
2022-02-05,0.1479825,0.150766,0.144903,0.1469405,10468644.66947,"DOGE/USD",0.1456231,0.1424635
2022-02-06,0.1469405,0.155862,0.1446455,0.1540945,9196466.1533945,"DOGE/USD",0.14478115,0.1448056
2022-02-07,0.1540945,0.1732965,0.151517,0.1653375,24361726.309854,"DOGE/USD",0.144792325,0.1504634
2022-02-08,0.1653375,0.1699995,0.1530875,0.1582475,14775229.29697,"DOGE/USD",0.144623925,0.1545205
2022-02-09,0.158255,0.162482,0.1543415,0.1594425,9327270.763254,"DOGE/USD",0.144830225,0.1568125
2022-02-10,0.1594425,0.16088,0.150134,0.1514835,11790925.264657,"DOGE/USD",0.14530765,0.1577211
2022-02-11,0.1514835,0.1544765,0.1417525,0.1447515,10013900.754134,"DOGE/USD",0.145883325,0.1558525
2022-02-12,0.1447515,0.1475755,0.140301,0.14442,5840213.754942,"DOGE/USD",0.146011025,0.151669
2022-02-13,0.14442,0.1580495,0.14374,0.148186,21342769.355729,"DOGE/USD",0.146554425,0.1496567
2022-02-14,0.148186,0.150634,0.142678,0.14586,10429941.030048,"DOGE/USD",0.146707325,0.1469402
2022-02-15,0.14586,0.152499,0.1448625,0.151859,7560332.6203175,"DOGE/USD",0.14714355,0.1470153
2022-02-16,0.151859,0.151859,0.146263,0.148777,5281502.163389,"DOGE/USD",0.1475046,0.1478204
2022-02-17,0.148777,0.1501525,0.137,0.138477,7526938.5198535,"DOGE/USD",0.147351775,0.1466318
2022-02-18,0.138477,0.1422105,0.1360535,0.138623,5363859.276082,"DOGE/USD",0.147135675,0.1447192
2022-02-19,0.138623,0.1465855,0.138483,0.140977,8084893.16157,"DOGE/USD",0.147222775,0.1437426
2022-02-20,0.140977,0.141111,0.135075,0.1366745,5513517.991124,"DOGE/USD",0.1469764,0.1407057
2022-02-21,0.1366745,0.141999,0.1271935,0.128211,8614327.6409305,"DOGE/USD",0.14626775,0.1365925
2022-02-22,0.128211,0.131937,0.1239015,0.13132,8057186.676764,"DOGE/USD",0.145981325,0.1351611
2022-02-23,0.13132,0.135601,0.127244,0.1273295,9058232.856356,"DOGE/USD",0.1454497,0.1329024
2022-02-24,0.1273295,0.127726,0.106624,0.1241335,22235681.106861,"DOGE/USD",0.14425725,0.1295337
2022-02-25,0.1241335,0.1284185,0.1205705,0.1277405,8025407.0009835,"DOGE/USD",0.14329725,0.1277469
2022-02-26,0.1277405,0.130695,0.125754,0.127699,5910277.2009675,"DOGE/USD",0.141977475,0.1276445
2022-02-27,0.1276995,0.128456,0.1212365,0.122923,6469032.0421095,"DOGE/USD",0.13985675,0.1259651
2022-02-28,0.122923,0.1352495,0.1213835,0.133497,7653531.1932305,"DOGE/USD",0.138619225,0.1271986
2022-03-01,0.133497,0.139,0.129761,0.1341755,11609759.298236,"DOGE/USD",0.137355875,0.129207
2022-03-02,0.1341755,0.137305,0.130709,0.1331345,8796925.7069545,"DOGE/USD",0.136438425,0.1302858
2022-03-03,0.1331345,0.133869,0.127162,0.1296595,5513892.10195,"DOGE/USD",0.135683825,0.1306779
2022-03-04,0.1296595,0.13015,0.1201495,0.1225295,8242461.530851,"DOGE/USD",0.1345893,0.1305992
2022-03-05,0.1225295,0.125612,0.1208885,0.124996,4127164.3271375,"DOGE/USD",0.1334298,0.128899
2022-03-06,0.124996,0.1255685,0.1192755,0.1205995,4465278.858184,"DOGE/USD",0.132166775,0.1261838
2022-03-07,0.1205995,0.1226315,0.113272,0.116794,5143391.9390765,"DOGE/USD",0.130413525,0.1229157
2022-03-08,0.116794,0.119957,0.115306,0.117059,4510682.604194,"DOGE/USD",0.128827625,0.1203956
2022-03-09,0.117059,0.124467,0.116458,0.121493,5483253.6898235,"DOGE/USD",0.127978425,0.1201883
2022-03-10,0.121493,0.121961,0.1145765,0.1168715,5667000.3387495,"DOGE/USD",0.12689085,0.1185634
2022-03-11,0.1168715,0.118619,0.113608,0.1154115,4272092.7789655,"DOGE/USD",0.125612575,0.1175258
2022-03-12,0.1154115,0.1173255,0.1146535,0.1147975,2078110.96826,"DOGE/USD",0.124518725,0.1171265
2022-03-13,0.1147975,0.116326,0.1099,0.111444,4715716.693962,"DOGE/USD",0.123680375,0.1160035
2022-03-14,0.111444,0.1222155,0.110146,0.113864,8785905.4761125,"DOGE/USD",0.122807575,0.1144777
2022-03-15,0.113864,0.114264,0.1101435,0.1126145,6649812.8257875,"DOGE/USD",0.122071825,0.1136263
2022-03-16,0.112615,0.1170745,0.1121215,0.117068,6352024.4540975,"DOGE/USD",0.12171855,0.1139576
2022-03-17,0.117068,0.119442,0.115877,0.116438,6224673.8821295,"DOGE/USD",0.121153425,0.1142857
2022-03-18,0.116438,0.1196235,0.1143015,0.1191945,5856230.2239055,"DOGE/USD",0.1207282,0.1158358
2022-03-19,0.1191945,0.1251305,0.1183,0.1236065,11030821.8062405,"DOGE/USD",0.120762375,0.1177843
2022-03-20,0.1236065,0.124081,0.117494,0.11923,5369311.2788855,"DOGE/USD",0.120049025,0.1191074
2022-03-21,0.11923,0.1217345,0.1177035,0.1192645,6154619.168826,"DOGE/USD",0.119303475,0.1195467
2022-03-22,0.1192645,0.125738,0.1186665,0.122433,6527294.1650675,"DOGE/USD",0.1187684,0.1207457
2022-03-23,0.122433,0.1314555,0.1211055,0.1299455,12703979.4817575,"DOGE/USD",0.1187827,0.1228959
2022-03-24,0.1299455,0.1416375,0.127802,0.136842,36136072.5763,"DOGE/USD",0.119498325,0.125543
2022-03-25,0.136842,0.1377825,0.1275255,0.130884,11027498.242867,"DOGE/USD",0.119792725,0.1278738
2022-03-26,0.130884,0.136938,0.129036,0.1361245,9581428.076925,"DOGE/USD",0.120568975,0.1312458
2022-03-27,0.1361245,0.145774,0.135528,0.1448245,24714421.4426905,"DOGE/USD",0.1219705,0.1357241
2022-03-28,0.1448245,0.153731,0.140559,0.142418,48999753.8226205,"DOGE/USD",0.12323845,0.1382186
2022-03-29,0.142418,0.148958,0.140534,0.144407,23036916.936679,"DOGE/USD",0.12438415,0.1397316
2022-03-30,0.144407,0.1456235,0.137927,0.1432045,13683656.621418,"DOGE/USD",0.1257008,0.1421957
2022-03-31,0.1432045,0.1481615,0.1360265,0.1381435,19099645.4866985,"DOGE/USD",0.1268374,0.1425995
2022-04-01,0.1381435,0.143019,0.1321265,0.1414065,16711608.4929975,"DOGE/USD",0.12816785,0.1419159
2022-04-02,0.1414065,0.144483,0.1381115,0.1388035,13418803.266569,"DOGE/USD",0.129535825,0.141193
2022-04-03,0.1388035,0.1495795,0.13623,0.146519,19592044.145509,"DOGE/USD",0.131168575,0.1416154
2022-04-04,0.1465085,0.156691,0.141284,0.1484705,34995888.9209215,"DOGE/USD",0.132961375,0.1426686
2022-04-05,0.1484705,0.1794205,0.147207,0.172734,71848798.226184,"DOGE/USD",0.135744675,0.1495867
2022-04-06,0.172734,0.174673,0.141143,0.143299,64938454.5870185,"DOGE/USD",0.137087725,0.1499652
2022-04-07,0.143299,0.1483,0.140034,0.145906,26311081.6686415,"DOGE/USD",0.1384233,0.1513857
2022-04-08,0.145906,0.1533675,0.140328,0.1424005,30870883.3684435,"DOGE/USD",0.139363,0.150562
2022-04-09,0.1424005,0.144606,0.1405705,0.1441745,9030186.82925,"DOGE/USD",0.140610225,0.1497028
2022-04-10,0.1441745,0.1576175,0.143626,0.1482575,35446891.7902925,"DOGE/USD",0.142059875,0.1448075
2022-04-11,0.1482575,0.151426,0.132959,0.1341235,29246156.1705105,"DOGE/USD",0.1426444,0.1429724
2022-04-12,0.1341235,0.1444845,0.13314,0.1380775,23590522.6540655,"DOGE/USD",0.143051,0.1414067
2022-04-13,0.1380775,0.1435,0.13626,0.1399635,13420716.3498995,"DOGE/USD",0.143207075,0.1409193
2022-04-14,0.1399635,0.147835,0.1359685,0.1441185,31113027.425302,"DOGE/USD",0.1438688,0.1409081
2022-04-15,0.144118,0.149753,0.1417915,0.145956,19317570.5613845,"DOGE/USD",0.144360375,0.1404478
2022-04-16,0.145956,0.148,0.141273,0.1435895,8999426.9192655,"DOGE/USD",0.144298625,0.142341
2022-04-17,0.1435895,0.144933,0.138256,0.139195,11230150.3065605,"DOGE/USD",0.144137475,0.1425645
2022-04-18,0.139195,0.1405,0.132677,0.140162,15446445.227447,"DOGE/USD",0.143925225,0.1426042
2022-04-19,0.140162,0.1446415,0.139138,0.142601,9343104.739492,"DOGE/USD",0.14389505,0.1423007
2022-04-20,0.142601,0.146719,0.139028,0.1407505,16414738.574219,"DOGE/USD",0.1440254,0.1412596
2022-04-21,0.1407505,0.1430745,0.1341325,0.1363215,10303692.4811505,"DOGE/USD",0.14377115,0.139806
2022-04-22,0.1363215,0.138186,0.134699,0.136331,5528446.070916,"DOGE/USD",0.143647525,0.1392332
2022-04-23,0.136331,0.1367405,0.1330535,0.1338665,6383977.2179895,"DOGE/USD",0.1430149,0.1379741
2022-04-24,0.1338665,0.134741,0.1309465,0.1317885,7396307.787159,"DOGE/USD",0.1421808,0.1358116
2022-04-25,0.1317885,0.1709775,0.1224655,0.1580725,65256741.7235045,"DOGE/USD",0.141447725,0.139276
2022-04-26,0.1580725,0.16672,0.1353825,0.1375945,56613016.258694,"DOGE/USD",0.1411625,0.1395306
2022-04-27,0.1375945,0.145579,0.13498,0.1400185,27512365.1801475,"DOGE/USD",0.140868125,0.1402681
2022-04-28,0.1400185,0.143325,0.135265,0.137504,14849627.531488,"DOGE/USD",0.1406233,0.1409956
2022-04-29,0.137504,0.1449915,0.133133,0.1349415,30838458.196359,"DOGE/USD",0.14016165,0.1416262
2022-04-30,0.1349415,0.1368335,0.123964,0.127366,19398381.3407765,"DOGE/USD",0.139117075,0.1354849
2022-05-01,0.127366,0.136642,0.126046,0.1326675,26866351.565088,"DOGE/USD",0.139044275,0.1344995
2022-05-02,0.1326675,0.133968,0.1275925,0.13074,9749991.942554,"DOGE/USD",0.1386774,0.1326438
2022-05-03,0.13074,0.131959,0.126329,0.1294315,8889057.3813985,"DOGE/USD",0.1381508,0.1310293
2022-05-04,0.1294375,0.1361775,0.128997,0.135999,17483545.5741525,"DOGE/USD",0.137744825,0.1312408
2022-05-05,0.135999,0.1377085,0.1251605,0.128102,18972097.2158265,"DOGE/USD",0.136852125,0.131388
2022-05-06,0.128102,0.129861,0.123346,0.127717,12308875.336255,"DOGE/USD",0.1360585,0.1303979
2022-05-07,0.127717,0.132276,0.124507,0.127456,14558945.4174165,"DOGE/USD",0.13547155,0.1297411
2022-05-08,0.127456,0.1282325,0.12246,0.1241025,10535740.2207615,"DOGE/USD",0.134668575,0.1286753
2022-05-09,0.1241025,0.125227,0.0999995,0.101551,29751116.967131,"DOGE/USD",0.132616075,0.1217857
2022-05-10,0.101551,0.1182435,0.099,0.107983,25084672.6921835,"DOGE/USD",0.1309777,0.1177619
2022-05-11,0.107983,0.1108705,0.0706125,0.084897,45512397.078927,"DOGE/USD",0.128406475,0.1091979
2022-05-12,0.084897,0.0896645,0.065492,0.082351,36879273.960231,"DOGE/USD",0.125707475,0.1001769
2022-05-13,0.082351,0.096103,0.0818085,0.087966,30694166.4215445,"DOGE/USD",0.12341245,0.0929496
2022-05-14,0.087966,0.0918,0.083441,0.089289,17556415.1101845,"DOGE/USD",0.121287475,0.0904972
2022-05-15,0.089289,0.0931155,0.0863365,0.0930695,11772543.908231,"DOGE/USD",0.118037325,0.0875145
2022-05-16,0.0930695,0.09307,0.0857215,0.0878695,12933712.8600425,"DOGE/USD",0.115551075,0.088109
