"date","open","high","low","close","volume","exchange","M20","M5"
2022-08-15,1935.9,2012.9,1872.8,1899.2,647629479.3226,"ETH/USD",1753.66,1932.14
2022-08-16,1899.2,1915.2,1851.8,1876.8,543433509.9301,"ETH/USD",1765.68,1931.28
2022-08-17,1876.8,1958.6,1819.2,1834.5,718207485.5805,"ETH/USD",1771.15,1906.2
2022-08-18,1834.5,1882.6,1821.2,1846.5,426679891.5452,"ETH/USD",1777.36,1878.58
2022-08-19,1846.5,1848.2,1603.1,1609,1063603932.2355,"ETH/USD",1772.925,1813.2
2022-08-20,1609,1656.8,1523.4,1575.7,537763204.8231,"ETH/USD",1767.755,1748.5
2022-08-21,1575.7,1646.1,1562,1617.8,478339267.7368,"ETH/USD",1767.11,1696.7
2022-08-22,1617.8,1629.2,1529.7,1624.5,658640444.7599,"ETH/USD",1766.775,1654.7
2022-08-23,1624.5,1674.3,1563.1,1665.3,603754136.7187,"ETH/USD",1769.12,1618.46
2022-08-24,1665.3,1694,1605.2,1656.4,539219872.2241,"ETH/USD",1771.535,1627.94
2022-08-25,1656.4,1722.1,1653.8,1695.2,398131083.2891,"ETH/USD",1769.435,1651.84
