startTime,time,open,high,low,close,volume,exchange
2021-09-01T00:00:00+00:00,1630454400000.0,47121.0,49131.0,46521.0,48846.0,484495675.8104,BTC/USD
2021-09-02T00:00:00+00:00,1630540800000.0,48846.0,50407.0,48623.0,49273.0,602599224.7076,BTC/USD
2021-09-03T00:00:00+00:00,1630627200000.0,49273.0,51083.0,48340.0,50024.0,781215394.6365,BTC/USD
2021-09-04T00:00:00+00:00,1630713600000.0,50025.0,50564.0,49387.0,49936.0,360255343.9789,BTC/USD
2021-09-05T00:00:00+00:00,1630800000000.0,49936.0,51928.0,49463.0,51807.0,435352720.4655,BTC/USD
2021-09-06T00:00:00+00:00,1630886400000.0,51807.0,52811.0,51044.0,52701.0,460544558.7533,BTC/USD
2021-09-07T00:00:00+00:00,1630972800000.0,52701.0,52961.0,42923.0,46871.0,1046636821.1679,BTC/USD
2021-09-08T00:00:00+00:00,1631059200000.0,46871.0,47361.0,44381.0,46059.0,724994634.5706,BTC/USD
2021-09-09T00:00:00+00:00,1631145600000.0,46059.0,47404.0,45513.0,46392.0,530824376.2253,BTC/USD
2021-09-10T00:00:00+00:00,1631232000000.0,46392.0,47039.0,44116.0,44859.0,430046662.2327,BTC/USD
2021-09-11T00:00:00+00:00,1631318400000.0,44855.0,45994.0,44722.0,45170.0,247123044.3498,BTC/USD
2021-09-12T00:00:00+00:00,1631404800000.0,45175.0,46489.0,44741.0,46024.0,259735978.626,BTC/USD
2021-09-13T00:00:00+00:00,1631491200000.0,46027.0,46918.0,43378.0,44965.0,606874827.1733,BTC/USD
2021-09-14T00:00:00+00:00,1631577600000.0,44965.0,47272.0,44699.0,47145.0,412890179.8465,BTC/USD
2021-09-15T00:00:00+00:00,1631664000000.0,47137.0,48461.0,46700.0,48143.0,478883954.7653,BTC/USD
2021-09-16T00:00:00+00:00,1631750400000.0,48143.0,48521.0,47042.0,47758.0,397445665.3359,BTC/USD
2021-09-17T00:00:00+00:00,1631836800000.0,47758.0,48171.0,46752.0,47300.0,412444589.2189,BTC/USD
2021-09-18T00:00:00+00:00,1631923200000.0,47304.0,48825.0,47042.0,48308.0,293139813.0416,BTC/USD
2021-09-19T00:00:00+00:00,1632009600000.0,48308.0,48380.0,46833.0,47253.0,273724983.8499,BTC/USD
2021-09-20T00:00:00+00:00,1632096000000.0,47253.0,47345.0,42502.0,43010.0,1052052213.5957,BTC/USD
2021-09-21T00:00:00+00:00,1632182400000.0,43006.0,43643.0,39710.0,40721.0,1143649123.9611,BTC/USD
2021-09-22T00:00:00+00:00,1632268800000.0,40721.0,44040.0,40567.0,43571.0,653815035.0843,BTC/USD
2021-09-23T00:00:00+00:00,1632355200000.0,43571.0,45000.0,43091.0,44891.0,560182033.2854,BTC/USD
2021-09-24T00:00:00+00:00,1632441600000.0,44891.0,45186.0,40711.0,42839.0,1011945998.6249,BTC/USD
2021-09-25T00:00:00+00:00,1632528000000.0,42839.0,42995.0,41663.0,42702.0,314802238.6184,BTC/USD
2021-09-26T00:00:00+00:00,1632614400000.0,42702.0,43956.0,40784.0,43184.0,440345418.775,BTC/USD
2021-09-27T00:00:00+00:00,1632700800000.0,43184.0,44387.0,42097.0,42154.0,465062187.3055,BTC/USD
2021-09-28T00:00:00+00:00,1632787200000.0,42153.0,42777.0,40878.0,41020.0,445810390.1859,BTC/USD
2021-09-29T00:00:00+00:00,1632873600000.0,41019.0,42601.0,40751.0,41521.0,406124177.1876,BTC/USD
2021-09-30T00:00:00+00:00,1632960000000.0,41521.0,44136.0,41411.0,43830.0,430073176.4762,BTC/USD
2021-10-01T00:00:00+00:00,1633046400000.0,43830.0,48498.0,43286.0,48168.0,747503235.7802,BTC/USD
2021-10-02T00:00:00+00:00,1633132800000.0,48168.0,48367.0,47459.0,47668.0,445779071.9635,BTC/USD
2021-10-03T00:00:00+00:00,1633219200000.0,47668.0,49261.0,47108.0,48232.0,387698374.4349,BTC/USD
